Date,Open,High,Low,Close
11-12-2009,17199.74023,17351.71094,17056.11914,17119.0293
14-12-2009,17118.14063,17275.18945,17048.16992,17097.55078
15-12-2009,17150.58984,17200.4707,16835.7793,16877.16016
16-12-2009,16866.94922,16996.11914,16777.93945,16912.76953
17-12-2009,16912.25,16979.51953,16826,16894.25
18-12-2009,16855.91016,16899.18945,16693.06055,16719.83008
21-12-2009,16724.83984,16750.99023,16577.7793,16601.19922
22-12-2009,16633.81055,16738.11914,16633.81055,16692
23-12-2009,16723.96094,17252.08984,16723.96094,17231.10938
24-12-2009,17265.4707,17413.68945,17198.08984,17360.60938
29-12-2009,17388.66992,17486.05078,17372.63086,17401.56055
30-12-2009,17402.24023,17440.05078,17322.80078,17343.82031
31-12-2009,17365.36914,17530.93945,17365.36914,17464.81055
04-01-2010,17473.44922,17582.83984,17378.38086,17558.73047
05-01-2010,17555.76953,17729.7793,17555.76953,17686.24023
06-01-2010,17719.4707,17790.33008,17636.71094,17701.13086
07-01-2010,17701.9707,17733.33984,17566.53906,17615.7207
08-01-2010,17603.86914,17658.11914,17508.96094,17540.28906
11-01-2010,17724.58984,17776.57031,17500.78906,17526.71094
12-01-2010,17534.09961,17612,17392.55078,17422.50977
13-01-2010,17368.0293,17528.31055,17276.46094,17509.80078
14-01-2010,17525.71094,17628.03906,17525.71094,17584.86914
15-01-2010,17604.31055,17639.84961,17529.10938,17554.30078
18-01-2010,17538.7207,17712.59961,17505.5,17641.08008
19-01-2010,17650.82031,17664.85938,17463.7793,17486.06055
20-01-2010,17486.68945,17590.58984,17425.05078,17474.49023
21-01-2010,17474.49023,17474.49023,17025.25977,17051.14063
22-01-2010,16978.35938,17000.33008,16608.08984,16859.67969
25-01-2010,16847.69922,16877.76953,16705.56055,16780.46094
27-01-2010,16708.59961,16708.59961,16230.84961,16289.82031
28-01-2010,16317.16016,16524.68945,16182.13965,16306.87012
29-01-2010,16253.82031,16390.31055,15982.08008,16357.95996
01-02-2010,16339.32031,16422.40039,16160.79981,16356.03027
02-02-2010,16368.44043,16525.98047,16129.11035,16163.44043
03-02-2010,16210.25,16552.99023,16210.25,16496.05078
04-02-2010,16500.28906,16508.2207,16188.79981,16224.9502
05-02-2010,16222.55957,16222.55957,15725.42969,15790.92969
08-02-2010,15931.33984,16061.41016,15651.99023,15935.61035
09-02-2010,15940.73047,16094.12988,15862.90039,16042.17969
10-02-2010,16042.17969,16141.12988,15892.00977,15922.16992
11-02-2010,15928.28027,16202.87012,15928.28027,16152.58984
15-02-2010,16186.90039,16227.04004,16011.82031,16038.34961
16-02-2010,16042.17969,16310.38965,16021.29004,16226.67969
17-02-2010,16228.91016,16480.89063,16228.91016,16428.91016
18-02-2010,16421.19922,16452.50977,16287.16992,16327.83984
19-02-2010,16256.53027,16301.94043,16074.58008,16191.62988
22-02-2010,16191.32031,16423.23047,16191.32031,16237.04981
23-02-2010,16213.13965,16324.92969,16178.91016,16286.32031
24-02-2010,16218.67969,16328.44043,16187.44043,16255.96973
25-02-2010,16264.09961,16329.33008,16167.12988,16254.2002
26-02-2010,16255.33008,16669.25,16249.66992,16429.55078
02-03-2010,16438.44922,16808.49023,16438.44922,16772.56055
03-03-2010,16778.28906,17012.60938,16778.28906,17000.00977
04-03-2010,17013.67969,17024.96094,16888.05078,16971.69922
05-03-2010,16988.28906,17097.71094,16936.11914,16994.49023
08-03-2010,17034.91992,17187.55078,17034.91992,17102.59961
09-03-2010,17089.2207,17130.83008,17031.21094,17052.53906
10-03-2010,17072.93945,17183.50977,17027.91992,17098.33008
11-03-2010,17087.63086,17215.07031,17054.2793,17167.96094
12-03-2010,17176.01953,17244.53906,17126.92969,17166.61914
15-03-2010,17166.9707,17195.49023,17061.14063,17164.99023
16-03-2010,17169.83984,17416.55078,17150.06055,17383.17969
17-03-2010,17389.4707,17576.7793,17389.4707,17490.08008
18-03-2010,17492.81055,17548.13086,17417.60938,17519.25977
19-03-2010,17531.4707,17600.86914,17502.14063,17578.23047
22-03-2010,17481.96094,17559.17969,17337.38086,17410.57031
23-03-2010,17422.50977,17530.78906,17356.64063,17451.01953
25-03-2010,17458.50977,17575.23047,17383.21094,17558.84961
26-03-2010,17558.84961,17682.93945,17558.84961,17644.75977
29-03-2010,17639.17969,17793.00977,17639.17969,17711.34961
30-03-2010,17703.66992,17783.34961,17558.2207,17590.16992
31-03-2010,17602.39063,17699.5,17488.55078,17527.76953
01-04-2010,17555.03906,17706.56055,17555.03906,17692.61914
05-04-2010,17693.66016,17948.53906,17693.66016,17935.67969
06-04-2010,17940.32031,17991.41016,17898,17941.36914
07-04-2010,17915.59961,18047.85938,17878.31055,17970.01953
08-04-2010,17950.56055,17960.91016,17679.33984,17714.40039
09-04-2010,17715.16016,17971.4707,17715.16016,17933.14063
12-04-2010,17874.16016,17995.25,17816.18945,17853
13-04-2010,17831.38086,17892.7793,17736.08984,17821.96094
15-04-2010,17804.55078,17975.57031,17619.01953,17639.25977
16-04-2010,17645.91016,17663.99023,17529.55078,17591.17969
19-04-2010,17584.85938,17584.85938,17276.80078,17400.67969
20-04-2010,17394.67969,17560.08984,17394.67969,17460.58008
21-04-2010,17458.75977,17565.55078,17446.50977,17472.56055
22-04-2010,17476.48047,17778.33984,17408.01953,17573.99023
23-04-2010,17533.88086,17725.88086,17533.88086,17694.19922
26-04-2010,17692.25977,17826.48047,17692.25977,17745.2793
27-04-2010,17744.92969,17769.25,17678.56055,17690.61914
28-04-2010,17643.58984,17643.58984,17344.58008,17380.08008
29-04-2010,17382.08984,17532.85938,17382.08984,17503.4707
30-04-2010,17503.4707,17646.60938,17503.4707,17558.71094
03-05-2010,17536.85938,17536.85938,17345.91992,17386.08008
04-05-2010,17371.75,17464.82031,17101.96094,17137.14063
05-05-2010,17103.94922,17121.66016,16858.23047,17087.96094
06-05-2010,17080.4707,17080.4707,16823,16987.5293
07-05-2010,16939.58008,16939.58008,16684.13086,16769.10938
10-05-2010,16799.49023,17356.53906,16799.49023,17330.55078
11-05-2010,17336.13086,17379.15039,17104.44922,17141.5293
12-05-2010,17141.5293,17252.51953,17028.08008,17195.81055
13-05-2010,17323.63086,17389.15039,17240.34961,17265.86914
14-05-2010,17267.25,17329.32031,16923.65039,16994.59961
17-05-2010,16961.91992,16961.91992,16551,16835.56055
18-05-2010,16840.58984,17000.33984,16744.13086,16875.75977
19-05-2010,16802.39063,16802.39063,16373.32031,16408.49023
20-05-2010,16419.09961,16617.80078,16419.09961,16519.67969
21-05-2010,16317.94043,16486.74023,16187.03027,16445.60938
24-05-2010,16494.60938,16757.73047,16413.0293,16469.55078
25-05-2010,16444.57031,16444.57031,15960.15039,16022.48047
26-05-2010,16069.78027,16410.34961,16069.78027,16387.83984
27-05-2010,16410.88086,16694.55078,16331.09961,16666.40039
28-05-2010,16692.66016,16891.16992,16692.66016,16863.06055
31-05-2010,16872.16992,16971.15039,16806.5,16944.63086
01-06-2010,16942.82031,16942.82031,16318.38965,16572.0293
02-06-2010,16574.78906,16774.15039,16571.44922,16741.83984
03-06-2010,16786.2793,17072.63086,16786.2793,17022.33008
04-06-2010,17036.55078,17150.41992,16963.91992,17117.68945
07-06-2010,17069.76953,17069.76953,16686.73047,16781.07031
08-06-2010,16760.59961,16895.73047,16560.64063,16617.09961
09-06-2010,16621.11914,16817.68945,16591.25977,16657.89063
10-06-2010,16668.91016,16942.59961,16668.91016,16922.08008
11-06-2010,16994.07031,17131.56055,16994.07031,17064.94922
14-06-2010,17118.74023,17351.17969,17118.74023,17338.16992
15-06-2010,17355.49023,17442.5,17249.46094,17412.83008
16-06-2010,17500.30078,17530.38086,17407.30078,17462.86914
17-06-2010,17490.51953,17647.41992,17394.90039,17616.68945
18-06-2010,17628.01953,17721.99023,17525.28906,17570.82031
21-06-2010,17654.81055,17919.61914,17654.81055,17876.55078
22-06-2010,17868.11914,17868.11914,17725.63086,17749.68945
23-06-2010,17694.86914,17782.41016,17629.18945,17755.93945
24-06-2010,17750.50977,17845.65039,17632.80078,17730.24023
25-06-2010,17705.10938,17714.73047,17546.73047,17574.5293
28-06-2010,17577.66016,17794.80078,17571.84961,17774.25977
29-06-2010,17777.94922,17777.94922,17465.73047,17534.08984
30-06-2010,17476.84961,17725.03906,17373.7793,17700.90039
01-07-2010,17679.33984,17679.33984,17455.41016,17509.33008
02-07-2010,17523.4707,17598.93945,17426.7793,17460.94922
05-07-2010,17473.83008,17505.73047,17423.74023,17441.43945
06-07-2010,17402.67969,17643.14063,17395.58008,17614.48047
07-07-2010,17623.66016,17623.66016,17447.15039,17471.0293
08-07-2010,17536.48047,17728.36914,17536.48047,17651.73047
09-07-2010,17667.84961,17857.58008,17667.84961,17833.53906
12-07-2010,17875.9707,18010.07031,17874.94922,17937.19922
13-07-2010,17908.30078,17998.03906,17855.84961,17985.90039
14-07-2010,18024.94922,18167.2207,17897.25977,17938.16016
15-07-2010,17874.71094,17978.56055,17858.73047,17909.46094
16-07-2010,17911.13086,17980.26953,17892.16016,17955.82031
19-07-2010,17914.11914,18005.07031,17856.40039,17928.41992
20-07-2010,17918.42969,18040.16992,17848.07031,17878.14063
21-07-2010,17873.91992,18012.19922,17873.91992,17977.23047
22-07-2010,17978.36914,18127.90039,17879.88086,18113.15039
23-07-2010,18132.28906,18237.56055,18093.92969,18130.98047
26-07-2010,18056.24023,18194.08984,17993.88086,18020.05078
27-07-2010,17998.74023,18149.56055,17998.74023,18077.60938
28-07-2010,18077.84961,18137.14063,17925.40039,17957.36914
29-07-2010,17961.58008,18013.09961,17902.83984,17992
30-07-2010,17981.06055,18000.34961,17838.91992,17868.28906
02-08-2010,17911.31055,18104.24023,17911.31055,18081.21094
03-08-2010,18149.90039,18167.44922,18072.38086,18114.83008
04-08-2010,18115.56055,18249.46094,18093.0293,18217.43945
05-08-2010,18234.84961,18295.42969,18156.44922,18172.83008
06-08-2010,18165.49023,18244.56055,18118.18945,18143.99023
09-08-2010,18141.10938,18309.25,18139.90039,18287.5
10-08-2010,18272.2793,18293.40039,18170.76953,18219.99023
11-08-2010,18177.34961,18263.88086,18042.89063,18070.18945
12-08-2010,17972.65039,18113.61914,17914.7793,18073.90039
13-08-2010,18080.28906,18260.39063,18050.41992,18167.0293
16-08-2010,18169.80078,18203.91992,17997.46094,18050.7793
17-08-2010,18049.18945,18140.15039,18026,18048.84961
18-08-2010,18067.66992,18286,18067.66992,18257.11914
19-08-2010,18276.5,18475.26953,18276.5,18454.93945
20-08-2010,18444.24023,18464.14063,18360.90039,18401.82031
23-08-2010,18400.33008,18454.38086,18371.01953,18409.34961
24-08-2010,18407.00977,18451.73047,18260.71094,18311.58984
25-08-2010,18308.50977,18312.42969,18156,18179.64063
26-08-2010,18194.7793,18261.06055,18159.13086,18226.34961
27-08-2010,18205.90039,18248.35938,17944.16016,17998.41016
30-08-2010,18063.48047,18216.5,17960.23047,18032.10938
31-08-2010,18015.66016,18015.66016,17819.99023,17971.11914
01-09-2010,18027.11914,18227.14063,18027.11914,18205.86914
02-09-2010,18215.2793,18355.83984,18215.2793,18238.31055
03-09-2010,18238.08008,18316.32031,18206.5,18221.42969
06-09-2010,18124.28906,18600.30078,18124.28906,18560.05078
07-09-2010,18571.73047,18711.19922,18571.42969,18645.06055
08-09-2010,18627.66992,18721.21094,18540.65039,18666.71094
09-09-2010,18669.11914,18823.16992,18669.11914,18799.66016
13-09-2010,18845.31055,19243.43945,18845.31055,19208.33008
14-09-2010,19218.13086,19487.01953,19218.13086,19346.96094
15-09-2010,19343.74023,19554.5,19340.99023,19502.10938
16-09-2010,19476.92969,19636.66016,19383.46094,19417.49023
17-09-2010,19436.71094,19639.17969,19436.71094,19594.75
20-09-2010,19445.41992,19927.30078,19445.41992,19906.09961
21-09-2010,19925.78906,20088.96094,19860.88086,20001.55078
22-09-2010,20039.42969,20105.53906,19804.01953,19941.7207
23-09-2010,19944.30078,19998.32031,19771.63086,19861.00977
24-09-2010,19836.42969,20071.75,19833.51953,20045.17969
27-09-2010,20082.25977,20267.98047,20082.25977,20117.38086
28-09-2010,20114.36914,20157.50977,19981.96094,20104.85938
29-09-2010,20086.89063,20234.05078,19923.10938,19956.33984
30-09-2010,19931.49023,20114.73047,19864.46094,20069.11914
01-10-2010,20094.09961,20475.4707,20094.09961,20445.03906
04-10-2010,20501.21094,20706.74023,20437.35938,20475.73047
05-10-2010,20461.98047,20560.53906,20383.16016,20407.71094
06-10-2010,20448.68945,20669.94922,20447.05078,20543.08008
07-10-2010,20544.30078,20581.28906,20272.76953,20315.32031
08-10-2010,20297.58008,20409.18945,20145.74023,20250.25977
11-10-2010,20250.25977,20461.26953,20250.25977,20339.89063
12-10-2010,20357.78906,20368.40039,20107.25,20203.33984
13-10-2010,20223.44922,20703.9707,20211.66016,20687.88086
14-10-2010,20700.41992,20854.55078,20442.82031,20497.64063
15-10-2010,20518.5,20578.44922,20090.17969,20125.05078
18-10-2010,20160.55078,20229.39063,19870.50977,20168.89063
19-10-2010,20298.55078,20332.01953,19923.96094,19983.13086
20-10-2010,19924.01953,20043.82031,19822.66016,19872.15039
21-10-2010,19951.33984,20293.09961,19886.11914,20260.58008
22-10-2010,20334.14063,20351.74023,20088.66992,20165.85938
25-10-2010,20199.73047,20452.30078,20199.73047,20303.11914
26-10-2010,20325.43945,20344.67969,20189.30078,20221.39063
27-10-2010,20220.58008,20220.58008,19923.71094,20005.36914
28-10-2010,20116.49023,20185.46094,19869.32031,19941.03906
29-10-2010,19986.32031,20080.33008,19768.96094,20032.33984
01-11-2010,20272.49023,20609.65039,20267.09961,20355.63086
02-11-2010,20407.17969,20418.34961,20281.73047,20345.68945
03-11-2010,20472.85938,20538.80078,20426.17969,20465.74023
04-11-2010,20605.63086,20917.0293,20605.63086,20893.57031
05-11-2010,21045.66016,21108.64063,20961.98047,21004.96094
